Gene,positivePosteriorProb,negativePosteriorProb,FDR
UGGT1,0.026739133,0.068618083,0.745989811
UGGT2,0.030186385,0.124088239,0.581214125
UGT1A1,0.018845894,0.043284117,0.785488117
UGT2B11,0.026970742,0.074135723,0.726736917
UGT2B4,0.065498974,0.503988612,0.12482543
UGT8,0.021683128,0.069910133,0.758003209
UHRF1,0.016720579,0.048966569,0.783924179
UHRF2,0.025528184,0.060987191,0.770408834
UMPS,0.072944779,0.272962916,0.297398327
UNC79,0.027426251,0.09028147,0.673268099
UNG,0.025925139,0.117922836,0.603425929
UPB1,0.027754082,0.092763207,0.664229046
UPF1,0.032479616,0.115997397,0.59356234
UPF2,0.020390863,0.10044573,0.663311073
UPP2,0.026096494,0.068395853,0.749042522
UPRT,0.025993222,0.066548514,0.7552154
UQCR11,0.027439086,0.088984199,0.677203674
UQCRC2,0.025688767,0.062905479,0.765941048
UQCRFS1,0.027817061,0.086225082,0.685248105
UQCRH,0.026645174,0.071201035,0.73763411
URB2,0.028006097,0.100894933,0.640507932
UROC1,0.02588304,0.064635998,0.76096547
USH1C,0.217528994,0.654729175,0.011938184
USP16,0.035230023,0.185206101,0.461895473
USP1,0.020465824,0.060532668,0.776637394
USP2,0.025878111,0.06555064,0.758440511
USP42,0.036092182,0.177570348,0.471841194
USP6,0.020090309,0.061153998,0.776570193
USP7,0.030702726,0.10803547,0.614355288
UTP11L,0.019061068,0.045228892,0.784628509
UXT,0.030902899,0.097943789,0.640705942
VASH1,0.025774852,0.064550379,0.761455527
VAV1,0.027125808,0.077676036,0.71445687
VCAM1,0.027894593,0.095990494,0.654388232
VCPKMT,0.045205131,0.131312601,0.534929458
VCP,0.018481302,0.038686617,0.786858906
VDR,0.021285268,0.077707318,0.733691276
VEGFA,0.02633782,0.071879848,0.736318228
VEGFB,0.026402088,0.072801786,0.732970676
VEGFC,0.026038262,0.068110313,0.750305765
VHL,0.025791992,0.064701609,0.761010126
VIM,0.019746416,0.055806138,0.779009059
VIPAS39,0.025499214,0.060599944,0.771192119
VIP,0.026974941,0.080882723,0.704482393
VLDLR,0.033080009,0.09713045,0.637336094
VNN1,0.027937982,0.101693844,0.63868007
VPS13B,0.999999,0.996488427,0
VSNL1,0.019076791,0.062278046,0.776522217
VWA5A,0.031826091,0.102363351,0.626803345
WASF3,0.03175613,0.118479918,0.589253394
WAS,0.025239738,0.05755847,0.775610177
WBSCR17,0.043715394,0.239549277,0.374406284
WBSCR22,0.034750848,0.332196897,0.278962339
WDR33,0.99955258,0.999941931,0
WDR37,0.020112852,0.059712288,0.777117669
WDR70,0.03030692,0.2453914,0.383536754
WDR76,0.0256732,0.062645741,0.766531307
WDR89,0.019194375,0.048317146,0.782920027
WDR91,0.027434607,0.083776985,0.694240097
WEE2,0.026419812,0.073690225,0.729645773
WHSC1L1,0.034710591,0.205856421,0.432490051
WHSC1,0.026697978,0.077547027,0.716264084
WIF1,0.025786258,0.064054371,0.762756678
WISP2,0.02036666,0.063668828,0.774286292
WISP3,0.030163553,0.125835508,0.57731892
WNT10A,0.026255317,0.06907603,0.746055552
WNT10B,0.025838678,0.064615562,0.761143967
WNT11,0.025574709,0.060829927,0.770650461
WNT16,0.028813131,0.104870858,0.628283485
WNT1,0.026138483,0.068403057,0.748940697
WNT2B,0.039521232,0.250680442,0.36433301
WNT3A,0.025788916,0.063694718,0.763715204
WNT3,0.025795147,0.065037632,0.76011285
WNT4,0.027687057,0.093018207,0.663645633
WNT5B,0.017907493,0.049942322,0.782717049
WNT6,0.026955853,0.079054015,0.710673835
WNT7B,0.026093434,0.067601023,0.751823646
WNT8B,0.026780903,0.078407544,0.713167753
WNT9A,0.028550201,0.094078644,0.65798378
WRNIP1,0.028454532,0.097627427,0.648374933
WRN,0.028835799,0.087488732,0.677652595
WSCD1,0.017400548,0.04475203,0.785478438
WT1,0.031132001,0.155152194,0.516934647
WTAP,0.025856554,0.065349005,0.759012748
WWOX,0.025719288,0.063505509,0.764448881
XAB2,0.040522877,0.152901088,0.5042763
XAGE1A,0.032209617,0.13283991,0.556969288
XDH,0.037914144,0.151413572,0.511855114
XIAP,0.03238088,0.101808341,0.62683963
XIRP1,0.025762794,0.063927022,0.763171813
XPA,0.027580442,0.085267797,0.688973419
XPC,0.028280012,0.089805325,0.671736426
XPO4,0.03301183,0.13109241,0.558895207
XRCC1,0.027997426,0.096741181,0.652159788
XRCC2,0.022226533,0.077453485,0.731467796
XRCC3,0.018865102,0.043736491,0.785333339
XRCC4,0.033140969,0.125421756,0.571664196
XRCC5,0.014832381,0.049382503,0.784686413
XRCC6,0.02205319,0.142521674,0.557852121
XRN1,0.055304541,0.281539526,0.30722872
YBX3,0.033204243,0.139456785,0.541820104
YLPM1,0.030858685,0.150192395,0.525515777
YWHAE,0.030161881,0.124704221,0.579909469
YWHAH,0.025870375,0.064300784,0.761909762
YWHAQ,0.023018458,0.093326872,0.677478218
YWHAZ,0.018112662,0.087043048,0.713295539
ZBTB16,0.020165859,0.063282125,0.775012735
ZBTB17,0.025917698,0.066469377,0.755607057
ZC2HC1C,0.026213868,0.066681244,0.754174774
ZC3H12B,0.026397939,0.069566822,0.744022883
ZCCHC3,0.02700193,0.079338354,0.709452057
ZEB1,0.066120729,0.271961275,0.30568815
ZEB2,0.017853288,0.05335315,0.7811121
ZFHX3,0.029411685,0.103854164,0.629178958
ZFP64,0.03070411,0.179509745,0.47695435
ZFPM2,0.026237375,0.070392775,0.741808245
ZFYVE19,0.084120371,0.155255716,0.434150369
ZFYVE26,0.029700003,0.114111069,0.603552473
ZFYVE9,0.020319194,0.054425027,0.77946238
ZIC2,0.026778151,0.079005366,0.711548545
ZMAT3,0.026493316,0.07478398,0.726206405
ZMYM2,0.02652656,0.088268475,0.682697772
ZMYM3,0.771540458,0.999835687,0
ZMYND10,0.022104105,0.097657641,0.66678121
ZMYND11,0.01985243,0.058289098,0.777715142
ZNF217,0.019908848,0.054202762,0.779847883
ZNF24,0.025841969,0.064733007,0.760797812
ZNF259,0.04521498,0.259778445,0.346452949
ZNF264,0.055085094,0.351490919,0.245491126
ZNF324B,0.025749351,0.064148226,0.762625188
ZNF331,0.016098642,0.051016517,0.783161516
ZNF384,0.030852474,0.105045223,0.622494593
ZNF497,0.028898484,0.098713369,0.643837373
ZNF521,0.025837839,0.065143774,0.759638164
ZNF608,0.030280783,0.15313485,0.521301202
ZNF622,0.050606371,0.212358139,0.399950239
ZNF646,0.039525582,0.460106628,0.169185982
ZNF668,0.02670022,0.072398822,0.733376685
ZNF830,0.064293537,0.211329238,0.383773029
ZW10,0.025898871,0.065235578,0.759217908
ZWILCH,0.02706916,0.080296192,0.706112055
ZWINT,0.031693055,0.163387637,0.500784277
AADACL2,0.026751431,0.076310042,0.720165334
AADAT,0.018777166,0.042128298,0.786011384
AAK1,0.035280226,0.169071127,0.485985129
AANAT,0.026261046,0.069291717,0.745396131
AARS2,0.030037981,0.112396417,0.606435291
AARS,0.999998354,0.999970971,0
AASS,0.02093446,0.081203972,0.723429545
AATK,0.031500425,0.167196089,0.494301786
ABAT,0.016787762,0.037260449,0.787342684
ABCC2,0.027974078,0.086656402,0.683387888
ABCC8,0.02535491,0.058488937,0.774509557
ABCC9,0.03003487,0.108354667,0.615260185
ABCE1,0.028081972,0.1000101,0.642573571
ABCG1,0.028707438,0.092320046,0.662611288
ABL1,0.210711654,0.937745358,0
ABL2,0.03439438,0.135024698,0.547375114
ABO,0.025653753,0.061883149,0.768546796
ACACA,0.032599895,0.127359666,0.568325159
ACACB,0.018888932,0.043569036,0.78539136
ACAD8,0.026002374,0.068180591,0.750255576
ACADSB,0.026860478,0.08061975,0.705701977
ACADS,0.026506282,0.074845298,0.726028979
ACAN,0.020956416,0.074641292,0.745210652
ACAT1,0.02630557,0.069925661,0.743186539
ACAT2,0.026523384,0.071008595,0.738549095
ACCS,0.026231944,0.068738958,0.74739936
ACE2,0.020638527,0.062509956,0.775331038
ACE,0.036236716,0.155570694,0.506999577
ACHE,0.107061048,0.18087582,0.367607345
ACOT13,0.033577629,0.135641695,0.54818941
ACOX1,0.023825927,0.065502188,0.764158264
ACP1,0.032769404,0.145218354,0.532053452
ACP2,0.026847822,0.073588102,0.728690449
ACP5,0.019333429,0.04932482,0.782272159
ACP6,0.042481412,0.134973333,0.53299602
ACPP,0.025491575,0.060435731,0.771531557
ACPT,0.144033886,0.336729354,0.186664856
ACSL1,0.016874016,0.03793438,0.787253259
ACSL3,0.032341731,0.128910522,0.565396039
ACSL4,0.027163476,0.08226424,0.699548207
ACSS2,0.036754301,0.220562125,0.40956291
ACTA1,0.256247192,0.294101527,0.136318825
ACTR2,0.026067535,0.069202227,0.746318037
ACVR1B,0.026226576,0.071128789,0.739187274
ACVR1C,0.026332835,0.072152857,0.735323003
ACVR1,0.016734543,0.036488669,0.787442403
ACVR2A,0.0274844,0.077552733,0.713696183
ACVR2B,0.040830327,0.271115058,0.33587885
ACVRL1,0.026298892,0.071326106,0.738235525
ACY1,0.025657381,0.062265579,0.767596578
ACY3,0.025527065,0.060897936,0.770630347
ACYP2,0.033677398,0.128597675,0.563433604
ADAM33,0.026537326,0.073316514,0.73077699
ADAMTS5,0.027011544,0.07669454,0.718076092
ADCK1,0.026101556,0.067887297,0.75078129
ADCK2,0.025757236,0.064129923,0.762636152
ADCK3,0.041811994,0.190752995,0.445457266
ADCK4,0.020787348,0.068936191,0.763051834
ADCK5,0.026902273,0.077713326,0.715140421
ADC,0.031660193,0.131081223,0.562149227
ADH1B,0.028156973,0.071920038,0.72986376
ADH1C,0.034710766,0.128127469,0.561664954
ADH4,0.025807467,0.064209487,0.762361675
ADH5,0.025766459,0.06424304,0.76237267
ADK,0.02910054,0.104677635,0.627995843
ADORA1,0.01638421,0.03271072,0.787624387
ADORA2A,0.026325678,0.072028421,0.735865797
ADORA2B,0.026937918,0.07679737,0.717936472
ADORA3,0.028358973,0.094234099,0.658129059
ADRA1A,0.01942783,0.051708297,0.781121762
ADRA1B,0.027149006,0.087893521,0.681883431
ADRA1D,0.02577629,0.06339154,0.764609916
ADRA2A,0.025745695,0.06365452,0.763985632
ADRA2B,0.025598714,0.061825805,0.768762328
ADRA2C,0.026425774,0.073821212,0.729286625
ADRB1,0.025648549,0.062484049,0.767055077
ADRB2,0.026186247,0.06906184,0.746383539
ADRB3,0.026634437,0.074539071,0.72649611
ADRBK1,0.025875526,0.065372092,0.75892142
ADRBK2,0.035094112,0.284280554,0.325727098
ADSSL1,0.026445012,0.070321673,0.741298204
AFG3L2,0.045063786,0.557211467,0.108968505
AGTR1,0.017666329,0.048722803,0.783576705
AGTR2,0.026345243,0.071861127,0.736391001
AGXT2,0.026009156,0.067007833,0.753909788
AGXT,0.037353723,0.166436239,0.48684631
AHCY,0.029315668,0.100502888,0.63824465
AK1,0.018518953,0.039287653,0.786780434
AK2,0.026400388,0.073217126,0.731666439
AK3,0.026611472,0.072148531,0.734525306
AK4,0.020504502,0.096032854,0.676928514
AK5,0.026813326,0.07819031,0.71385964
AK7,0.027048874,0.078013426,0.71356887
AK8,0.031256432,0.116932303,0.594098747
AKAP10,0.025277759,0.058200947,0.77496444
AKAP11,0.033993794,0.141714416,0.536535882
AKAP12,0.018745628,0.065239215,0.774334861
AKAP13,0.02701648,0.080237878,0.706384612
AKAP14,0.055527897,0.544393658,0.110094166
AKAP1,0.022345149,0.092518053,0.682434896
AKAP3,0.04220763,0.193501605,0.44001642
AKAP4,0.02253442,0.06576821,0.766604828
AKAP5,0.023232883,0.063969807,0.769273508
AKAP6,0.079589072,0.166521227,0.425339686
AKAP7,0.026107288,0.067052252,0.753486698
AKAP8L,0.027339225,0.084548909,0.692188332
AKAP8,0.161701617,0.220355301,0.265331527
AKAP9,0.025942568,0.064991375,0.759751417
AKR1A1,0.018462122,0.03859461,0.78689819
AKR1B10,0.028938127,0.114263853,0.605229964
AKR1B1,0.026262148,0.068361548,0.748583423
AKT1,0.017258479,0.046353023,0.78496632
AKT2,0.020016587,0.054612964,0.779529872
AKT3,0.023848536,0.078667918,0.7221634
ALAS1,0.026358917,0.070737207,0.739933619
ALAS2,0.02749303,0.090099553,0.673602975
ALDH18A1,0.029375638,0.127049994,0.57657896
ALDH1A2,0.354963638,0.062824241,0.236823083
ALDH1B1,0.036607509,0.18999681,0.452238343
ALDH1L1,0.022872618,0.085155508,0.703867455
ALDH3A1,0.019479232,0.052405499,0.780783675
ALDH3A2,0.0258189,0.06443821,0.761677387
ALDH3B1,0.019970112,0.060263392,0.776983138
ALDH4A1,0.023803043,0.057673929,0.776474247
ALDH5A1,0.04294346,0.329117096,0.274127196
ALDH9A1,0.026448526,0.072220529,0.73471792
ALK,0.026031417,0.067726149,0.751650761
ALLC,0.025723464,0.063280716,0.764973871
ALOX5,0.028017532,0.088051811,0.678421812
ALPI,0.026168439,0.069287451,0.745700022
ALPK1,0.025708935,0.075255888,0.727168903
ALPK2,0.032126148,0.110965633,0.605355063
ALPK3,0.025460271,0.060016424,0.772157759
ALPL,0.017764353,0.050343022,0.7825817
ALPPL2,0.026414988,0.073617347,0.730065727
AMHR2,0.02641456,0.072442532,0.734168735
AMN,0.027372723,0.075292954,0.72143984
AMT,0.028266926,0.094247584,0.658303194
AMY1A,0.029636721,0.151175485,0.525841495
AMY2A,0.030920115,0.116733244,0.595388265
AMY2B,0.044303964,0.209173116,0.415274243
ANKK1,0.026260319,0.069306921,0.745329933
ANXA2,0.027198416,0.079353059,0.708750335
ANXA3,0.026430634,0.072983699,0.73235105
ANXA5,0.02760821,0.090624219,0.67134391
APCS,0.026572229,0.074741126,0.726158044
APOE,0.025336965,0.058896808,0.774150235
APOH,0.03259099,0.113419428,0.599368861
APRT,0.027971437,0.084030715,0.691879648
ARAF,0.026290552,0.067772047,0.750493764
ARF1,0.026260663,0.091839501,0.671658022
ARF4,0.026704754,0.077946916,0.715032792
ARF6,0.031989497,0.096290058,0.642084437
ARHGAP26,0.025848935,0.064303924,0.761965001
ARL1,0.999537824,0.999680586,0
ARL3,0.026577015,0.07411325,0.727995863
ARL5B,0.025924969,0.066980978,0.754138681
ARPC1B,0.02609045,0.068114082,0.750180242
ARPC2,0.019507767,0.051476319,0.781150762
ARPC3,0.02708488,0.081483,0.702163646
ARPC4,0.130732914,0.47351295,0.107615855
ARPC5,0.029595621,0.103764294,0.628857189
ARSA,0.025519241,0.060759575,0.770801209
ART1,0.028280758,0.085197838,0.687056412
ASGR2,0.019005351,0.044464907,0.785053168
ASNA1,0.999994934,0.999992106,0
ASPA,0.023496375,0.114311926,0.616782554
ASRGL1,0.026055673,0.067264792,0.752903166
ASS1,0.038255402,0.143028595,0.525058933
ATM,0.026375985,0.097163303,0.655192355
ATOX1,0.019561745,0.050314489,0.781711401
ATP1A1,0.060199639,0.907087574,0.000758672
ATP2A1,0.027506577,0.089168215,0.676476949
ATP2C1,0.131736483,0.224187508,0.288942087
ATP4A,0.033793478,0.194655874,0.44987433
ATP5A1,0.017664504,0.165607345,0.521500741
ATP5B,0.291992905,0.959013822,0
ATP5C1,0.022845873,0.086016631,0.70121025
ATP6V1A,1,0.98493045,0
ATP6V1B2,0.999999994,0.763311276,0
ATP6V1C1,0.999999971,0.994683807,0
ATP8A1,0.026892279,0.075868974,0.721152328
ATR,0.030529979,0.123081228,0.582699729
AURKAIP1,0.027561616,0.133958177,0.56481494
AURKA,0.260412201,0.206690608,0.19652945
AURKB,0.999998721,0.534258954,0
AURKC,0.018386353,0.065818639,0.774179394
AVPR1A,0.028011456,0.084614556,0.689763064
AVPR1B,0.02761375,0.081569836,0.700166651
AVPR2,0.019875883,0.055656825,0.779047648
AXL,0.028825686,0.107366432,0.621820803
AZGP1,0.030132395,0.116544802,0.597631232
B2M,0.026130343,0.068795355,0.747541722
B4GALT1,0.029615511,0.124400054,0.581742725
B4GALT2,0.020142777,0.052883271,0.780272118
B4GALT3,0.028253345,0.097384067,0.649987973
B4GALT4,0.023276417,0.09125158,0.683672295
BACE1,0.030400249,0.100136752,0.636625693
BAG1,0.025280497,0.05788363,0.77531177
BAIAP2L1,0.026525993,0.07449499,0.72704109
BBOX1,0.022128762,0.073264577,0.745897701
BCAT2,0.026955245,0.078883127,0.711381605
BCHE,0.026136916,0.069069156,0.746553625
BCKDK,0.019147476,0.047314181,0.783557401
BCR,0.077264861,0.461154908,0.144302133
BDH1,0.020150918,0.061131758,0.776551003
BDKRB2,0.030168176,0.132426502,0.562632032
BEGAIN,0.020706976,0.068376754,0.76483487
BGLAP,0.031399179,0.131136233,0.562792653
BHMT2,0.028373729,0.085868113,0.684427541
BHMT,0.031674849,0.171061472,0.488558806
BLK,0.026516597,0.072642309,0.733061049
BLVRA,0.025962631,0.066487008,0.75546482
BLVRB,0.02709688,0.0845332,0.692912733
BMP2K,0.033249007,0.112615522,0.599714118
BMPR1A,0.029702786,0.098490932,0.642312903
BMPR1B,0.018152334,0.066480185,0.773526201
BMPR2,0.026807906,0.0761949,0.720284952
BMX,0.0166082,0.035434746,0.787512618
BPHL,0.025511418,0.061243584,0.770075656
BPI,0.027447345,0.08361684,0.694672037
BRAF,0.035162003,0.154440809,0.511437639
BRD2,0.019434142,0.061354873,0.776752623
BRD3,0.027357076,0.076349196,0.71805865
BRD4,0.02617903,0.066674235,0.754270954
BRDT,0.018851483,0.042822687,0.785643056
BRSK1,0.027301972,0.08488611,0.691148804
BRSK2,0.036736371,0.136571471,0.540557273
BST1,0.030461449,0.11305068,0.604393463
BTK,0.02681545,0.072516349,0.732668892
BUB1B,0.028967449,0.11717931,0.598936219
BUB1,0.029305606,0.086327167,0.680165225
C17orf75,0.027712452,0.080942349,0.701840005
C1QA,0.025175553,0.10763708,0.630706246
C1QB,0.026835479,0.079169272,0.710692522
C1QC,0.025649476,0.062546922,0.766929652
C1R,0.019208721,0.048344467,0.782900701
C1S,0.02345285,0.1082967,0.633402141
C3,0.029828825,0.10369492,0.628606442
C4A,0.025514713,0.061164684,0.770217124
C4B,0.025729074,0.064135806,0.762701914
C5,0.039258147,0.139705699,0.529834981
C8G,0.028079013,0.095449956,0.655222049
C9orf96,0.027370364,0.079595266,0.707410322
CA10,0.020668434,0.066869555,0.768536522
CA11,0.036886931,0.195208636,0.445920457
CA12,0.019564791,0.046651903,0.783663571
CA13,0.027876705,0.086078445,0.685434847
CA14,0.02729112,0.083860642,0.694369848
CA1,0.016190357,0.039847347,0.787114796
CA2,0.026763154,0.076342176,0.720028475
CA3,0.028350008,0.088424052,0.67612454
CA4,0.028894744,0.102650286,0.633990423
CA5A,0.029136381,0.092012364,0.662104955
CA5B,0.020330868,0.059983033,0.776954316
CA6,0.027551422,0.091217763,0.669681943
CA7,0.031075961,0.122196937,0.58350888
CA8,0.028112034,0.094116718,0.659112898
CA9,0.025928751,0.063774917,0.763095482
CACNA1A,0.021325186,0.052169224,0.780108166
CACNA1B,0.026001651,0.06805277,0.750531321
CACNA1C,0.041242629,0.166422401,0.481153915
CACNA1D,0.027877781,0.094422502,0.658910939
CACNA1I,0.025524569,0.060943577,0.770580049
CACNA1S,0.025945554,0.066664039,0.755036849
CACNA2D1,0.055969894,0.219862948,0.383300236
CACNA2D2,0.026228559,0.070356158,0.741986797
CACNB1,0.025539442,0.061073647,0.770297877
CACNB2,0.50346602,0.287887094,0.029733586
CACNB3,0.045170399,0.184004095,0.448867459
CACNB4,0.026400951,0.071162147,0.738477918
CACNG1,0.030271855,0.113410671,0.603847351
CALM1,0.025677321,0.062834111,0.766131173
CALM2,0.02541376,0.059726122,0.772711205
CALM3,0.025849136,0.064300797,0.761987087
CALR,0.027520886,0.081610557,0.700392571
CALY,0.029011536,0.102121341,0.635057121
CAMK1D,0.025516134,0.061027809,0.770368497
CAMK1G,0.02788238,0.095024328,0.657254953
CAMK1,0.026834587,0.074610159,0.725689392
CAMK2A,0.025645155,0.062180425,0.767866111
CAMK2B,0.034942784,0.153292651,0.514272209
CAMK2D,0.01938871,0.062269515,0.776378317
CAMK2G,0.027181746,0.079895426,0.707005045
CAMK2N1,0.026695243,0.07358074,0.72917707
CAMK4,0.026020629,0.06544161,0.758360112
CAMKK1,0.040398168,0.166309086,0.482986946
CAMKK2,0.119175325,0.826072951,0.002095872
CAMKV,0.026207323,0.069699911,0.744237507
CAMLG,0.940834323,0.750066262,0
CAMP,0.025369922,0.058877485,0.774111344
CANT1,0.026895447,0.077381907,0.716210843
CANX,0.999999108,0.995758582,0
CAPN1,0.019125034,0.074641288,0.751613672
CAPNS1,0.018492384,0.038837892,0.786819638
CARTPT,0.046233597,0.169598651,0.469667302
CASK,0.01903303,0.045514121,0.78457062
CASP7,0.019798952,0.045787604,0.783991734
CASR,0.018806821,0.042344029,0.785875711
CAST,0.019124798,0.046558867,0.78393383
CAT,0.02571443,0.063181427,0.765229948
CBR1,0.029031729,0.093919952,0.657079441
CBS,0.02986838,0.142398525,0.5428362
CCBL1,0.027226963,0.087567334,0.682721638
CCBL2,0.087865113,0.59449397,0.067952284
CCKAR,0.03650224,0.174327692,0.475809149
CCL8,0.026095456,0.0693054,0.745884536
CCR5,0.037444082,0.106040976,0.604435393
CCT3,0.057540156,0.386093495,0.214022153
CD1A,0.02528918,0.058074618,0.775070665
CD1D,0.026619887,0.076442895,0.720148236
CD209,0.025626621,0.062529939,0.767013286
CD247,0.032672147,0.170367002,0.487859859
CD33,0.026223254,0.069755314,0.743969148
CD3D,0.054465896,0.204027909,0.407413529
CD3E,0.019503727,0.051103624,0.781344059
CD3G,0.058840871,0.207181725,0.396248913
CD46,0.026650484,0.074894927,0.725446134
CD4,0.02557532,0.061457935,0.769538236
CD52,0.025362501,0.059081389,0.773770401
CD55,0.025410239,0.072059595,0.738847467
CD80,0.027586683,0.094266726,0.660375049
CD86,0.025653531,0.063208986,0.76534707
CDA,0.0261736,0.068758798,0.74748998
CDC14A,0.028534032,0.099986806,0.641560888
CDC14B,0.028569581,0.100267432,0.640738916
CDC25A,0.029615692,0.114782424,0.602197478
CDC25B,0.026266787,0.07066138,0.740715855
CDC25C,0.045972605,0.195619242,0.431213893
CDC42BPA,0.026370896,0.067957109,0.749625839
CDC42BPB,0.027749709,0.090132287,0.672517669
CDC42BPG,0.029935408,0.131787103,0.564337965
CDC42SE2,0.029093379,0.137008186,0.554631569
CDC7,0.028372856,0.105310608,0.628319399
CDH5,0.02689637,0.077024035,0.717323416
CDK10,0.025325129,0.058528139,0.774499858
CDK11A,0.025679323,0.062548434,0.76685641
CDK11B,0.03643952,0.238084273,0.385537606
CDK12,1,0.99805854,0
CDK13,0.032947022,0.407962507,0.216903367
CDK14,0.025769791,0.064186475,0.762515483
CDK15,0.025599271,0.061377816,0.769680483
CDK16,0.020454784,0.065024376,0.772147848
CDK17,0.027192826,0.088016833,0.681522411
CDK18,0.025334779,0.058534768,0.774461056
CDK19,0.02925514,0.114448711,0.603805258
CDK1,0.032759239,0.143628827,0.535301401
CDK20,0.029094147,0.110321929,0.613127625
CDK2,0.036069559,0.124959298,0.566132909
CDK3,0.019883598,0.051934555,0.780822302
CDK4,0.025910925,0.06507358,0.759626831
CDK5R1,0.026690434,0.070309508,0.740367479
CDK5R2,0.027444611,0.088814287,0.677826708
CDK5,0.025522917,0.060964586,0.770539795
CDK6,0.444832387,0.992460159,0
